speaker,utt_id,utterance,emotion,sentiment,eda1,eda2,eda3,eda4,eda5,EDA,all_match,con_match,match
b'Ses04F_script02_2_F',042,b'',xxx,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses04F_script02_2_M',044,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script02_2_M',045,b'',xxx,,sv,sd,sd,sv,qy^d,sv,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Ses04F_script02_2_F',043,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script02_2_M',046,b'',exc,,fc,ad,sd,ad,sd,sd,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses04F_script02_2_F',044,b'',hap,,sd,sd,sd,sd,fc,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04F_script02_2_M',047,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script02_2_F',045,b'',hap,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04F_script02_2_M',048,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04F_script02_2_F',046,b'',hap,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04F_script02_2_M',049,b'',xxx,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses04F_script02_2_F',047,b'',xxx,,sd,^2,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses04F_script02_2_M',050,b'',xxx,,sd,^2,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04F_impro01_F',000,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_M',000,b'',fru,,qw,qo,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses04F_impro01_F',001,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_M',001,b'',fru,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_F',002,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_M',002,b'',fru,,ad,sd,ad,ad,ad,ad,AllNotMatch,ConMatch,NotMatch
b'Ses04F_impro01_F',003,b'',fru,,"fo_o_fw_""_by_bc",aa,aa,fc,"fo_o_fw_""_by_bc",xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04F_impro01_M',003,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_F',004,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_F',005,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_M',004,b'',fru,,sd,sd,qy^d,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses04F_impro01_F',006,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_M',005,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_M',006,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_M',007,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_F',007,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_M',008,b'',ang,,sd,sd,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Ses04F_impro01_M',009,b'',fru,,sd,sd,sd,fc,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04F_impro01_F',008,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_M',010,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_M',011,b'',ang,,sv,sv,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses04F_impro01_F',009,b'',ang,,qw,qo,ad,qy,qw,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04F_impro01_M',012,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_M',013,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_F',010,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_M',014,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_F',011,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_M',015,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_M',016,b'',fru,,sv,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04F_impro01_F',012,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_M',017,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_M',018,b'',fru,,sv,qy,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses04F_impro01_F',013,b'',fru,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_M',019,b'',xxx,,qy,qy,qy^d,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04F_impro01_F',014,b'',ang,,sv,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04F_impro01_M',020,b'',xxx,,sd,sd,sv,^q,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04F_impro01_F',015,b'',xxx,,sd,nn,^q,aa,aa,aa,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses04F_impro01_M',021,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_F',016,b'',ang,,sd,sv,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses04F_impro01_F',017,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_M',022,b'',fru,,qy,qy^d,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Ses04F_impro01_F',018,b'',xxx,,qy^d,qy^d,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Ses04F_impro01_M',023,b'',ang,,sv,sd,sv,sv,ny,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04F_impro01_F',019,b'',ang,,sd,qy^d,qy^d,qy,qy^d,qy^d,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04F_impro01_M',024,b'',ang,,sd,sd,na,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04F_impro01_F',020,b'',xxx,,fc,sv,sv,sv,fc,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04F_impro01_F',021,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro01_F',022,b'',ang,,sd,^q,ad,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04F_impro01_M',025,b'',xxx,,sd,sd,^q,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04M_impro08_M',000,b'',fru,,sd,sd,^q,sd,fc,sd,AllNotMatch,NotConMatch,ConfMatchSecond124
b'Ses04M_impro08_F',000,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_M',001,b'',neu,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_F',001,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_M',002,b'',fru,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_F',002,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_M',003,b'',fru,,sd,sd,ad,^q,sd,sd,AllNotMatch,NotConMatch,ConfMatchSecond124
b'Ses04M_impro08_F',003,b'',fru,,qy,sd,ad,bf,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04M_impro08_M',004,b'',neu,,b,b,aa,"fo_o_fw_""_by_bc",b,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04M_impro08_F',004,b'',xxx,,fc,sd,fc,ba,bk,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04M_impro08_M',005,b'',neu,,sd,sd,fp,sd,fc,sd,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Ses04M_impro08_F',005,b'',xxx,,b,aa,b,aa,b,b,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04M_impro08_M',006,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_F',006,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_M',007,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_F',007,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_F',008,b'',fru,,qy,sd,ad,qy,qy^d,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04M_impro08_M',008,b'',neu,,sd,qy,^q,qy^d,qy,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04M_impro08_F',009,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_M',009,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_F',010,b'',fru,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_M',010,b'',neu,,sd,sd,sd,^q,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04M_impro08_F',011,b'',fru,,sv,sv,sv,sv,ba,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04M_impro08_M',011,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_F',012,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_M',012,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_M',013,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_F',013,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_F',014,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_M',014,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_F',015,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_M',015,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_F',016,b'',fru,,br,br,^q,qw,br,br,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Ses04M_impro08_M',016,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_F',017,b'',fru,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_M',017,b'',neu,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses04M_impro08_F',018,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_M',018,b'',fru,,sv,sd,^q,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04M_impro08_F',019,b'',sur,,bh,bh,bh,qy,br,bh,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Ses04M_impro08_M',019,b'',neu,,sv,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04M_impro08_F',020,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_M',020,b'',neu,,sv,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04M_impro08_F',021,b'',sur,,qy^d,qy,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Ses04M_impro08_M',021,b'',neu,,b,sv,na,na,ny,na,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses04M_impro08_F',022,b'',hap,,fc,fc,ft,ft,fc,ft,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses04M_impro08_M',022,b'',neu,,fc,sv,sv,sv,fc,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04M_impro08_F',023,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_M',023,b'',neu,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04M_impro08_F',024,b'',hap,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses04M_impro08_M',024,b'',neu,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_F',025,b'',sur,,bh,bh,qy,bh,qy,qy,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses04M_impro08_M',025,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_F',026,b'',xxx,,sv,fc,ft,fc,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04M_impro08_M',026,b'',neu,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04M_impro08_M',027,b'',neu,,sd,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses04M_impro08_F',027,b'',neu,,sd,sd,^q,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04M_impro08_F',028,b'',neu,,sd,sv,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04M_impro08_F',029,b'',xxx,,fc,sd,sv,sv,fc,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses04M_impro08_M',028,b'',neu,,fc,sd,fc,fc,fc,fc,AllNotMatch,ConMatch,NotMatch
b'Ses04M_impro08_F',030,b'',neu,,fc,fc,fc,fc,fc,fc,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_F',000,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_M',000,b'',xxx,,qy,sd,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Ses04M_script01_3_F',001,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_M',001,b'',xxx,,qy^d,qy,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Ses04M_script01_3_F',002,b'',xxx,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04M_script01_3_M',002,b'',xxx,,br,qw,qw,qw,ad,qw,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04M_script01_3_F',003,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_F',004,b'',xxx,,sv,qy,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses04M_script01_3_M',003,b'',xxx,,br,br,br,qw,br,br,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04M_script01_3_F',005,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_M',004,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_F',006,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_M',005,b'',xxx,,qw,qh,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses04M_script01_3_F',007,b'',xxx,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses04M_script01_3_M',006,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_M',007,b'',xxx,,sd,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses04M_script01_3_F',008,b'',xxx,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04M_script01_3_M',008,b'',xxx,,sd,fc,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses04M_script01_3_M',009,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_M',010,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_M',011,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_F',009,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_M',012,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_F',010,b'',xxx,,sd,sd,sd,na,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04M_script01_3_M',013,b'',xxx,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses04M_script01_3_F',011,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_M',014,b'',xxx,,qy,qy,qy^d,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04M_script01_3_F',012,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_M',015,b'',xxx,,qw,qy,qw,qw,qy,qw,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04M_script01_3_F',013,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_M',016,b'',xxx,,sd,sd,ad,^q,fc,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_M',017,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_F',014,b'',hap,,sd,qy,sd,sd,qy,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04M_script01_3_M',018,b'',xxx,,sd,sd,sd,^q,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04M_script01_3_F',015,b'',xxx,,sv,sv,sv,qy,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04M_script01_3_M',019,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_F',016,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_M',020,b'',xxx,,sd,^q,ad,^q,ad,ad,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses04M_script01_3_F',017,b'',xxx,,qw,qy,qy,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04M_script01_3_M',021,b'',xxx,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04M_script01_3_F',018,b'',xxx,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04M_script01_3_M',022,b'',sad,,sd,sv,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses04M_script01_3_F',019,b'',xxx,,sd,ad,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses04M_script01_3_M',023,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_F',020,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_M',024,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_F',021,b'',xxx,,b,aa,aa,b,b,b,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04M_script01_3_M',025,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_F',022,b'',sad,,qw,qw,qw,qw,br,qw,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04M_script01_3_M',026,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_F',023,b'',sad,,ba,ba,ba,ba,b,ba,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04M_script01_3_M',027,b'',sad,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04M_script01_3_M',028,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_M',029,b'',xxx,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses04M_script01_3_M',030,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_M',031,b'',sad,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04M_script01_3_M',032,b'',sad,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses04M_script01_3_M',033,b'',sad,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_M',034,b'',sad,,sd,qh,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses04M_script01_3_M',035,b'',sad,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04M_script01_3_F',024,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_M',036,b'',xxx,,sd,^q,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses04M_script01_3_F',025,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_F',026,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_M',037,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_3_F',027,b'',hap,,qw,qh,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses04M_script03_2_M',000,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04M_script03_2_F',000,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script03_2_M',001,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script03_2_F',001,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script03_2_M',002,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script03_2_F',002,b'',hap,,sv,sd,ba,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04M_script03_2_M',003,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script03_2_F',003,b'',hap,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04M_script03_2_M',004,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script03_2_F',004,b'',xxx,,sv,sd,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04M_script03_2_M',005,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script03_2_F',005,b'',xxx,,sd,qy,bf,sd,qy,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04M_script03_2_M',006,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script03_2_F',006,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script03_2_M',007,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script03_2_F',007,b'',xxx,,sd,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses04M_script03_2_M',008,b'',ang,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04M_script03_2_F',008,b'',hap,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04M_script03_2_M',009,b'',neu,,br,sd,qy^d,qy,br,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04M_script03_2_F',009,b'',neu,,fc,^q,ad,^h,ad,ad,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses04M_script03_2_M',010,b'',ang,,sd,sd,ad,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04M_script03_2_F',010,b'',ang,,qw,br,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses04M_script03_2_M',011,b'',ang,,qw,br,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses04M_script03_2_F',011,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script03_2_M',012,b'',ang,,qo,qo,qo,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses04M_script03_2_F',012,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04M_script03_2_M',013,b'',ang,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
